,title,link,id,stars,score,date
1062,Star Wars: Outer Rim (NL),https://www.youtube.com/watch?v=r8orWzOdARs,r8orWzOdARs,,6.0,2019-07-07
1063,Catan: De Opkomst van de Inca's (NL),https://www.youtube.com/watch?v=CL6OXayyIF4,CL6OXayyIF4,,6.0,2019-07-05
1064,Ka Pai (NL),https://www.youtube.com/watch?v=rGzzB6O9aJI,rGzzB6O9aJI,,6.0,2019-06-11
1065,Orbis (NL),https://www.youtube.com/watch?v=0apDSYEH0aM,0apDSYEH0aM,,6.0,2019-06-01
1066,Spirits of the Forest (NL),https://www.youtube.com/watch?v=0GSsZA7CjPc,0GSsZA7CjPc,,6.0,2019-06-01
1067,Monster Slaughter (NL),https://www.youtube.com/watch?v=lEjplj6_KJg,lEjplj6_KJg,,6.0,2019-04-20
1068,Adrenaline: Team Play DLC (NL),https://www.youtube.com/watch?v=2vsG52NqcBY,2vsG52NqcBY,,6.0,2019-04-16
1069,Tan Tan Caravan (NL),https://www.youtube.com/watch?v=lDTUF6nHTAs,lDTUF6nHTAs,,6.0,2019-04-08
1070,Zuiderspel 2019: Top 10 Moderne Klassiekers met Lucky Bastard,https://www.youtube.com/watch?v=sIFkZNqa4WI,sIFkZNqa4WI,,6.0,2019-03-31
1071,Dominion: De Donkere Middeleeuwen (NL),https://www.youtube.com/watch?v=MzrUsUlYYWg,MzrUsUlYYWg,,6.0,2019-03-11
1072,Penoza (NL),https://www.youtube.com/watch?v=fNLGVuNiPgA,fNLGVuNiPgA,,6.0,2019-03-11
1073,Keyforge (NL),https://www.youtube.com/watch?v=hjjuA5nSkDg,hjjuA5nSkDg,,6.0,2019-02-17
1074,Nagaraja (NL),https://www.youtube.com/watch?v=GsJGsH_RLg0,GsJGsH_RLg0,,6.0,2019-02-10
1075,Wizards of Roygbiv (NL),https://www.youtube.com/watch?v=hU5DdxzT4-A,hU5DdxzT4-A,,6.0,2019-02-05
1076,Dead of Winter: Warring Colonies (NL),https://www.youtube.com/watch?v=YNGEkeTz9-k,YNGEkeTz9-k,,6.0,2019-02-03
1077,Fireball Island: The Curse of Vul-Kar (NL),https://www.youtube.com/watch?v=H9MkC2JXp3I,H9MkC2JXp3I,,6.0,2019-01-27
1078,Deadline (NL),https://www.youtube.com/watch?v=R852rvzBhrI,R852rvzBhrI,,6.0,2019-01-24
1079,Folklore: The Affliction (NL),https://www.youtube.com/watch?v=zbjrzVphytQ,zbjrzVphytQ,,6.0,2018-12-28
1080,Bali: Temple of Shiva (NL),https://www.youtube.com/watch?v=5vef6s3Ty9w,5vef6s3Ty9w,,6.0,2018-12-12
1081,De Kolonisten van Catan: Europa Ontwaakt (NL),https://www.youtube.com/watch?v=GFWebjrcR3U,GFWebjrcR3U,,6.0,2018-12-01
1082,Off the Rails (NL),https://www.youtube.com/watch?v=3LcGRMkz2-4,3LcGRMkz2-4,,6.0,2018-11-04
1083,Party Bugs (NL),https://www.youtube.com/watch?v=Yaz41fbmR4Y,Yaz41fbmR4Y,,6.0,2018-10-24
1084,Fairy Tile (NL),https://www.youtube.com/watch?v=Rlrm1HF9S3k,Rlrm1HF9S3k,,6.0,2018-10-13
1085,Raja's Van De Ganges (NL),https://www.youtube.com/watch?v=QvbvtgyE2Rw,QvbvtgyE2Rw,,6.0,2018-10-10
1086,The Climbers (NL),https://www.youtube.com/watch?v=IQgsBFaxPnE,IQgsBFaxPnE,,6.0,2018-10-10
1087,Last Will: Getting Sacked (NL),https://www.youtube.com/watch?v=fLRiue_R7_0,fLRiue_R7_0,,6.0,2018-10-03
1088,Unearth (NL),https://www.youtube.com/watch?v=GhW6exk6qT0,GhW6exk6qT0,3.0,6.0,2018-10-01
1089,Ice Cool (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=VgsM_HrkMW4,VgsM_HrkMW4,3.0,6.0,2018-10-01
1090,Loot Island (NL),https://www.youtube.com/watch?v=59eKkoB0WBw,59eKkoB0WBw,,6.0,2018-09-14
1091,Walnut Grove (NL),https://www.youtube.com/watch?v=6TUTsU4sVmc,6TUTsU4sVmc,,6.0,2018-08-12
1092,Picture Party (NL),https://www.youtube.com/watch?v=QAQlJ1-E0Q4,QAQlJ1-E0Q4,,6.0,2018-08-03
1093,Cat'astrophes (NL),https://www.youtube.com/watch?v=b6wsOIHSBZY,b6wsOIHSBZY,,6.0,2018-07-23
1094,Dice Forge (NL),https://www.youtube.com/watch?v=gNbarDSKDBI,gNbarDSKDBI,,6.0,2018-07-23
1095,Tournay (NL),https://www.youtube.com/watch?v=lHjiFPgD_L4,lHjiFPgD_L4,,6.0,2018-07-18
1096,Legendary Creatures (NL),https://www.youtube.com/watch?v=2NS1NWpXL0M,2NS1NWpXL0M,,6.0,2018-07-16
1097,Ex Libris (NL),https://www.youtube.com/watch?v=SKd_S-PUvys,SKd_S-PUvys,,6.0,2018-07-11
1098,De Weerwolven van Wakkerdam: Het Pact (NL),https://www.youtube.com/watch?v=jVRQNzL1L54,jVRQNzL1L54,,6.0,2018-06-26
1099,"De Kolonisten van Catan: Schatten, Draken & Ontdekkingsreizigers (NL)",https://www.youtube.com/watch?v=CcfyhenNYtM,CcfyhenNYtM,,6.0,2018-06-03
1100,Rhodes: The Colossus (NL),https://www.youtube.com/watch?v=IOG6WfMQdsQ,IOG6WfMQdsQ,3.0,6.0,2018-06-01
1101,Vroom Vroom (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=_FaBS256epQ,_FaBS256epQ,3.0,6.0,2018-06-01
1102,M.U.L.E. The Board Game (NL),https://www.youtube.com/watch?v=Mvw1i-Nk3UU,Mvw1i-Nk3UU,,6.0,2018-05-25
1103,Charterstone (NL),https://www.youtube.com/watch?v=FQKTH_qOdrQ,FQKTH_qOdrQ,,6.0,2018-05-18
1104,Noria (NL),https://www.youtube.com/watch?v=UosJt5IUG9s,UosJt5IUG9s,,6.0,2018-05-05
1105,Tiny Epic Western (NL),https://www.youtube.com/watch?v=oDOOlcnfeDE,oDOOlcnfeDE,,6.0,2018-04-27
1106,Alien Artifacts: Discovery (NL),https://www.youtube.com/watch?v=9udm8r1fQNY,9udm8r1fQNY,,6.0,2018-04-25
1107,MrGuba (NL),https://www.youtube.com/watch?v=i2uamjZVdWM,i2uamjZVdWM,,6.0,2018-04-13
1108,Zura (NL),https://www.youtube.com/watch?v=JsJnfWNqOpE,JsJnfWNqOpE,,6.0,2018-04-12
1109,Emira (NL),https://www.youtube.com/watch?v=5BdqItz0f8M,5BdqItz0f8M,,6.0,2018-03-07
1110,Cities of Splendor (NL),https://www.youtube.com/watch?v=NenkJy2fsgQ,NenkJy2fsgQ,3.0,6.0,2018-03-01
1111,Dungeon Rush (NL),https://www.youtube.com/watch?v=aHpwG6etsx0,aHpwG6etsx0,3.0,6.0,2018-03-01
1112,Spellenbeurs Hasselt Interview - Luc & Achim met Het Oog des Meesters,https://www.youtube.com/watch?v=m8WQjOjbUiU,m8WQjOjbUiU,,6.0,2018-02-15
1113,Indian Summer (NL),https://www.youtube.com/watch?v=Z4lUqDef9fQ,Z4lUqDef9fQ,,6.0,2018-02-12
1114,Legion of Honor (NL),https://www.youtube.com/watch?v=Ncz1r65rEyA,Ncz1r65rEyA,,6.0,2018-02-08
1115,Treasure Hunter (NL),https://www.youtube.com/watch?v=TpUyJv3ELR0,TpUyJv3ELR0,,6.0,2018-02-01
1116,Berenpark (NL),https://www.youtube.com/watch?v=U0RWHTNgsWU,U0RWHTNgsWU,3.0,6.0,2017-12-28
1117,Star Wars Rebellion: Rise of the Empire (NL),https://www.youtube.com/watch?v=SxPR66M6AH4,SxPR66M6AH4,3.0,6.0,2017-12-27
1118,Patrimonia Amsterdam (NL),https://www.youtube.com/watch?v=9vPdnhVU9x0,9vPdnhVU9x0,3.0,6.0,2017-12-24
1119,Bunny Kingdom (NL),https://www.youtube.com/watch?v=CCrXa51rNBw,CCrXa51rNBw,3.0,6.0,2017-12-22
1120,Hanamikoji (NL),https://www.youtube.com/watch?v=5bRFlA4u0r8,5bRFlA4u0r8,3.0,6.0,2017-12-20
1121,Avonturenland: Koning & Prinses (NL),https://www.youtube.com/watch?v=9aZwS7o_oxc,9aZwS7o_oxc,3.0,6.0,2017-12-17
1122,Nisyros (NL),https://www.youtube.com/watch?v=ZwbttcE4poQ,ZwbttcE4poQ,,6.0,2017-12-16
1123,Dark Souls (NL),https://www.youtube.com/watch?v=Yq_rHiop7uc,Yq_rHiop7uc,3.0,6.0,2017-11-27
1124,Chimera Station (NL),https://www.youtube.com/watch?v=0hpzUn_MhCI,0hpzUn_MhCI,3.0,6.0,2017-11-13
1125,Explorers of Ixalan (NL),https://www.youtube.com/watch?v=9fmV2G3uELw,9fmV2G3uELw,,6.0,2017-11-12
1126,Mystic Vale (NL),https://www.youtube.com/watch?v=iC4iJozb16E,iC4iJozb16E,3.0,6.0,2017-11-08
1127,Treasure Lair (NL),https://www.youtube.com/watch?v=nzc1NU2mPxU,nzc1NU2mPxU,3.0,6.0,2017-10-24
1128,Torres (NL),https://www.youtube.com/watch?v=oaaZKxDOk3A,oaaZKxDOk3A,3.0,6.0,2017-10-24
1129,Town of Salem (NL),https://www.youtube.com/watch?v=tmBpgwmc_6o,tmBpgwmc_6o,3.0,6.0,2017-10-20
1130,Take it Easy! (NL),https://www.youtube.com/watch?v=TDZd6zkEPBc,TDZd6zkEPBc,3.0,6.0,2017-10-15
1131,Nederlandse Spellenprijs Nominatie 2017 - Droomhuis,https://www.youtube.com/watch?v=gtqFAYV6lEk,gtqFAYV6lEk,,6.0,2017-09-24
1132,Nederlandse Spellenprijs Nominatie 2017 - Great Western Trail,https://www.youtube.com/watch?v=xdwRPVesNjw,xdwRPVesNjw,,6.0,2017-09-24
1133,Twenty One (NL),https://www.youtube.com/watch?v=NHCk2JYrKVI,NHCk2JYrKVI,3.0,6.0,2017-09-22
1134,Leo moet naar de Kapper (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=zsI1c7fckqA,zsI1c7fckqA,3.0,6.0,2017-09-09
1135,Magic Maze (NL),https://www.youtube.com/watch?v=we_NtYhO94s,we_NtYhO94s,3.0,6.0,2017-09-05
1136,Frutti di Mare (NL),https://www.youtube.com/watch?v=A0YGXPNbsRQ,A0YGXPNbsRQ,3.0,6.0,2017-09-05
1137,Las Vegas (NL),https://www.youtube.com/watch?v=hU1Jksyi3eA,hU1Jksyi3eA,3.0,6.0,2017-09-01
1138,Speed (NL),https://www.youtube.com/watch?v=l2Nb48n6prk,l2Nb48n6prk,3.0,6.0,2017-08-30
1139,Delve (NL),https://www.youtube.com/watch?v=xNrFyaS9Oro,xNrFyaS9Oro,3.0,6.0,2017-08-20
1140,Brugge: Stad aan het Zwin (NL),https://www.youtube.com/watch?v=2nGcOZY9ejo,2nGcOZY9ejo,3.0,6.0,2017-08-12
1141,Oceanos (NL),https://www.youtube.com/watch?v=T1-rU6dodkk,T1-rU6dodkk,3.0,6.0,2017-08-10
1142,Colt Express: Marshal & Prisoners (NL),https://www.youtube.com/watch?v=0EHORYyx7LA,0EHORYyx7LA,3.0,6.0,2017-08-07
1143,Forge War (NL),https://www.youtube.com/watch?v=tUJvFA0dvvU,tUJvFA0dvvU,3.0,6.0,2017-08-05
1144,Ultimate Troll (NL),https://www.youtube.com/watch?v=iixGPzc6O9k,iixGPzc6O9k,3.0,6.0,2017-07-31
1145,Paku Paku (NL),https://www.youtube.com/watch?v=J3nLiSE3AGg,J3nLiSE3AGg,3.0,6.0,2017-07-24
1146,Tenno (NL),https://www.youtube.com/watch?v=dvxkzhSGJV4,dvxkzhSGJV4,3.0,6.0,2017-07-15
1147,Star Wars Armada - The Corellian Conflict (NL),https://www.youtube.com/watch?v=bYr5kfn3re8,bYr5kfn3re8,3.0,6.0,2017-07-10
1148,Kwintessens (NL),https://www.youtube.com/watch?v=nl-4bmA7t5A,nl-4bmA7t5A,,6.0,2017-07-04
1149,Hypnose (NL),https://www.youtube.com/watch?v=5eGSYLXkbe8,5eGSYLXkbe8,,6.0,2017-06-30
1150,Piraten Bridge (NL),https://www.youtube.com/watch?v=6-yGBKVCZZA,6-yGBKVCZZA,3.0,6.0,2017-06-29
1151,Unfair (NL),https://www.youtube.com/watch?v=qzI4ftgUOP0,qzI4ftgUOP0,3.0,6.0,2017-06-29
1152,Takenoko - Chibis (NL),https://www.youtube.com/watch?v=9jOwCK7MX-s,9jOwCK7MX-s,3.0,6.0,2017-06-28
1153,New York Slice (NL),https://www.youtube.com/watch?v=I4yMThWwXYQ,I4yMThWwXYQ,3.0,6.0,2017-06-10
1154,10 Minuten Kraak: De Tovenaarstoren (NL),https://www.youtube.com/watch?v=l1UKqZyVYw4,l1UKqZyVYw4,3.0,6.0,2017-06-10
1155,Hellas (NL),https://www.youtube.com/watch?v=EnTn1imGMIU,EnTn1imGMIU,3.0,6.0,2017-06-05
1156,Het Orakel van Delphi (NL),https://www.youtube.com/watch?v=jNGDchX1Ktw,jNGDchX1Ktw,3.0,6.0,2017-05-13
1157,Castle Panic - Engines of War (NL),https://www.youtube.com/watch?v=J2LD42VQr9E,J2LD42VQr9E,3.0,6.0,2017-05-06
1158,The Treasure of Isla Tortuga (NL),https://www.youtube.com/watch?v=ZBe382TMMuI,ZBe382TMMuI,3.0,6.0,2017-04-17
1159,Witchcraft (NL),https://www.youtube.com/watch?v=jWo4t-ClM2E,jWo4t-ClM2E,,6.0,2017-04-16
1160,Aya (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=GVVu3kLlCzU,GVVu3kLlCzU,3.0,6.0,2017-04-07
1161,(Ultra) Tiny Epic Kingdoms (NL),https://www.youtube.com/watch?v=anfVAdgd6_4,anfVAdgd6_4,3.0,6.0,2017-04-03
1162,Imhotep (NL),https://www.youtube.com/watch?v=p6bauikv3hw,p6bauikv3hw,3.0,6.0,2017-02-26
1163,Relic:  Halls of Terra & Nemesis (NL),https://www.youtube.com/watch?v=QsUN-iYGXao,QsUN-iYGXao,3.0,6.0,2017-02-26
1164,"Rattle, Battle, Grab the Loot (NL)",https://www.youtube.com/watch?v=krl-Fwm58Ws,krl-Fwm58Ws,3.0,6.0,2017-02-20
1165,Hoogspanning - Het Kaartspel (NL),https://www.youtube.com/watch?v=9z2SykUer78,9z2SykUer78,,6.0,2017-02-19
1166,Maestro Ensemble & Symphony (NL),https://www.youtube.com/watch?v=_3Zjoj7FJXk,_3Zjoj7FJXk,3.0,6.0,2017-02-13
1167,Drakenwoud (NL),https://www.youtube.com/watch?v=4EWT_KElnG4,4EWT_KElnG4,3.0,6.0,2017-02-06
1168,Crazy Karts (NL),https://www.youtube.com/watch?v=FmH1xhHdvDo,FmH1xhHdvDo,3.0,6.0,2017-02-01
1169,Het Koninkrijk Dominion (NL),https://www.youtube.com/watch?v=E_9WVNzdH6I,E_9WVNzdH6I,3.0,6.0,2017-01-30
1170,Antarctica (NL),https://www.youtube.com/watch?v=MCW9eZSjVYc,MCW9eZSjVYc,3.0,6.0,2017-01-13
1171,Castle Panic - The Dark Titan N(L),https://www.youtube.com/watch?v=boRxJzvKEOg,boRxJzvKEOg,,6.0,2016-12-23
1172,Ambrosia RPG (NL),https://www.youtube.com/watch?v=sH7fdu_trmg,sH7fdu_trmg,3.0,6.0,2016-12-08
1173,De Top 10 van Nox' Spellenzolder -  2016,https://www.youtube.com/watch?v=3EBKpDJNfE4,3EBKpDJNfE4,,6.0,2016-11-26
1174,Snow Tails (NL),https://www.youtube.com/watch?v=JcvKpm16rOg,JcvKpm16rOg,3.0,6.0,2016-11-22
1175,Pandemic: In het Lab (NL),https://www.youtube.com/watch?v=JrHcmd3-c4E,JrHcmd3-c4E,,6.0,2016-11-11
1176,Fallen (NL),https://www.youtube.com/watch?v=5NpckarPppw,5NpckarPppw,3.0,6.0,2016-11-03
1177,City of Remnants (NL),https://www.youtube.com/watch?v=uYZTmwaruXM,uYZTmwaruXM,3.0,6.0,2016-11-02
1178,404 Law Not Found (NL),https://www.youtube.com/watch?v=Qfmk5UeZxTM,Qfmk5UeZxTM,3.0,6.0,2016-10-25
1179,Mijn Dorp (NL),https://www.youtube.com/watch?v=7hvoGVZKpzI,7hvoGVZKpzI,3.0,6.0,2016-10-05
1180,Machiavelli - De Donkere Landen (NL),https://www.youtube.com/watch?v=FbqXxd_sE_8,FbqXxd_sE_8,3.0,6.0,2016-10-01
1181,De Weerwolven van Wakkerdam - Volle Maan (NL),https://www.youtube.com/watch?v=5ZCeX621MxA,5ZCeX621MxA,3.0,6.0,2016-09-22
1182,Via Nebula (NL),https://www.youtube.com/watch?v=K7mHEdp1bu8,K7mHEdp1bu8,3.0,6.0,2016-09-22
1183,The Unusual Suspects (NL),https://www.youtube.com/watch?v=7NcXPsygfVw,7NcXPsygfVw,3.0,6.0,2016-09-20
1184,51st State - Complete Master Set (NL),https://www.youtube.com/watch?v=2UfrSFZ10_s,2UfrSFZ10_s,3.0,6.0,2016-09-12
1185,Saboteur - Het Duel (NL),https://www.youtube.com/watch?v=CWnyTKNISmI,CWnyTKNISmI,3.0,6.0,2016-08-30
1186,Gang Up! (NL),https://www.youtube.com/watch?v=BazCyWfVttI,BazCyWfVttI,3.0,6.0,2016-08-02
1187,Alexander de Grote (NL),https://www.youtube.com/watch?v=zYk7gMvQZWk,zYk7gMvQZWk,3.0,6.0,2016-07-27
1188,Deer Lord (NL),https://www.youtube.com/watch?v=VYSLL3sGe5c,VYSLL3sGe5c,3.0,6.0,2016-07-22
1189,Steampunk Rally (NL),https://www.youtube.com/watch?v=Y5F0CDlNPjA,Y5F0CDlNPjA,3.0,6.0,2016-07-21
1190,CV (NL),https://www.youtube.com/watch?v=ep6f2wjWTH8,ep6f2wjWTH8,3.0,6.0,2016-07-20
1191,Barony (NL),https://www.youtube.com/watch?v=1EIoaIgVoWw,1EIoaIgVoWw,3.0,6.0,2016-07-20
1192,Koehandel Master (NL),https://www.youtube.com/watch?v=iZ41dQGjDII,iZ41dQGjDII,3.0,6.0,2016-07-16
1193,Koboler 2nd Edition (NL),https://www.youtube.com/watch?v=LnrLricGrdw,LnrLricGrdw,3.0,6.0,2016-07-15
1194,Carrrds (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=bUfun1yg0jE,bUfun1yg0jE,3.0,6.0,2016-07-14
1195,Weerwolven & Waaghalzen (NL),https://www.youtube.com/watch?v=pkbbtZJiRpI,pkbbtZJiRpI,3.0,6.0,2016-07-01
1196,Tail Feathers (NL),https://www.youtube.com/watch?v=z-2c-kjx86o,z-2c-kjx86o,,6.0,2016-06-21
1197,Fungi (NL),https://www.youtube.com/watch?v=-8PqvoM2Miw,-8PqvoM2Miw,3.0,6.0,2016-06-07
1198,Sheriff of Nothingham (NL),https://www.youtube.com/watch?v=D0aA70wQmpw,D0aA70wQmpw,3.0,6.0,2016-06-03
1199,Haspelknecht (NL),https://www.youtube.com/watch?v=u2YTAPJL0zY,u2YTAPJL0zY,,6.0,2016-05-31
1200,Nederlandse Spellenprijs 2016 Nominatie - Haspelknecht,https://www.youtube.com/watch?v=9NPt8hz33BQ,9NPt8hz33BQ,,6.0,2016-05-25
1201,Colonia (NL),https://www.youtube.com/watch?v=cgyWHeCC5KE,cgyWHeCC5KE,3.0,6.0,2016-05-17
1202,The Foreign King (NL),https://www.youtube.com/watch?v=PI1ZquxyeDY,PI1ZquxyeDY,3.0,6.0,2016-05-13
1203,Clash D'Ardeche (NL),https://www.youtube.com/watch?v=rt8FV0edt7k,rt8FV0edt7k,3.0,6.0,2016-05-06
1204,Huttenbouw & Avontuur in het Stenen Tijdperk (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=hAtgJ9u1oZA,hAtgJ9u1oZA,3.0,6.0,2016-04-04
1205,Dice City (NL),https://www.youtube.com/watch?v=Fr3z7Nx41Ck,Fr3z7Nx41Ck,3.0,6.0,2016-04-03
1206,My Happy Farm (NL),https://www.youtube.com/watch?v=seF6te_H1k0,seF6te_H1k0,3.0,6.0,2016-03-12
1207,Relic Runners (NL),https://www.youtube.com/watch?v=7IkMl6udi4E,7IkMl6udi4E,3.0,6.0,2016-03-11
1208,Supremacy 2020 (NL),https://www.youtube.com/watch?v=FoWqj0-PQN4,FoWqj0-PQN4,3.0,6.0,2016-03-08
1209,Ashes - Rise of the Phoenixborn (NL),https://www.youtube.com/watch?v=ZyZ3FGcwxts,ZyZ3FGcwxts,3.0,6.0,2016-03-06
1210,Legendary Encounters - Predator (NL),https://www.youtube.com/watch?v=CkiPImMexrU,CkiPImMexrU,3.0,6.0,2016-02-29
1211,Eminent Domain (NL),https://www.youtube.com/watch?v=JFi1gWsl5Ns,JFi1gWsl5Ns,3.0,6.0,2016-02-05
1212,Amerigo (NL),https://www.youtube.com/watch?v=1B1fKn1gQmE,1B1fKn1gQmE,3.0,6.0,2016-01-19
1213,Scuba (NL),https://www.youtube.com/watch?v=yhjBdGtrVtw,yhjBdGtrVtw,3.0,6.0,2016-01-15
1214,Goudjacht (NL),https://www.youtube.com/watch?v=UUwNkQtBvj0,UUwNkQtBvj0,3.0,6.0,2016-01-06
1215,Titanium Wars (NL),https://www.youtube.com/watch?v=goRmZ1UkbNA,goRmZ1UkbNA,3.0,6.0,2016-01-01
1216,Ranking me Ranking you! (NL),https://www.youtube.com/watch?v=Xpvnk7ayTkI,Xpvnk7ayTkI,3.0,6.0,2015-12-28
1217,Terra Nova (NL),https://www.youtube.com/watch?v=wRAaF2C_Ys0,wRAaF2C_Ys0,3.0,6.0,2015-12-18
1218,De Vogelvrijverklaarden van Tombstone (NL),https://www.youtube.com/watch?v=lqj_vkNA5DE,lqj_vkNA5DE,3.0,6.0,2015-12-17
1219,Cavum (NL),https://www.youtube.com/watch?v=rDFc9mi2j9Q,rDFc9mi2j9Q,3.0,6.0,2015-12-17
1220,Bring Out Yer Dead (NL),https://www.youtube.com/watch?v=U_KMEJ_9tlI,U_KMEJ_9tlI,3.0,6.0,2015-11-26
1221,Empire Engine (NL),https://www.youtube.com/watch?v=mKaOvZwdTZI,mKaOvZwdTZI,3.0,6.0,2015-11-09
1222,"De Legenden van Andor  ""De Reis naar het Noorden"" (NL)",https://www.youtube.com/watch?v=TtslFndwSpc,TtslFndwSpc,3.0,6.0,2015-11-09
1223,Drakon (NL),https://www.youtube.com/watch?v=aRhSAB6ye9Q,aRhSAB6ye9Q,3.0,6.0,2015-10-26
1224,Linko! (NL),https://www.youtube.com/watch?v=fdurv3Gem7A,fdurv3Gem7A,3.0,6.0,2015-10-22
1225,Lifeboat (NL),https://www.youtube.com/watch?v=Z8Rl4jotIkY,Z8Rl4jotIkY,3.0,6.0,2015-10-18
1226,World War IV (NL),https://www.youtube.com/watch?v=IqBVffMrDZo,IqBVffMrDZo,3.0,6.0,2015-09-24
1227,RevoltaaA (NL),https://www.youtube.com/watch?v=2PX6zQcJzWc,2PX6zQcJzWc,3.0,6.0,2015-09-21
1228,De Eerste Wereldoorlog (NL),https://www.youtube.com/watch?v=Z0Cq0uXOcu0,Z0Cq0uXOcu0,3.0,6.0,2015-09-20
1229,Stingy (NL),https://www.youtube.com/watch?v=Con8uXuNBCI,Con8uXuNBCI,3.0,6.0,2015-09-18
1230,Game for Fame (NL),https://www.youtube.com/watch?v=YFWhThfC0k0,YFWhThfC0k0,3.0,6.0,2015-08-29
1231,Träxx (NL),https://www.youtube.com/watch?v=aj5-NpP4Jlw,aj5-NpP4Jlw,3.0,6.0,2015-08-23
1232,Revolver 2 (NL),https://www.youtube.com/watch?v=pnykb7L8pxg,pnykb7L8pxg,3.0,6.0,2015-08-23
1233,Jeex (NL),https://www.youtube.com/watch?v=KGUK9-p-YIU,KGUK9-p-YIU,3.0,6.0,2015-08-16
1234,Star Realms - Crisis Saga (NL),https://www.youtube.com/watch?v=mu4HPC5ACaI,mu4HPC5ACaI,3.0,6.0,2015-08-14
1235,Ticket to Ride - United Kingdom Uitbreiding (NL),https://www.youtube.com/watch?v=H9rLncOsNys,H9rLncOsNys,3.0,6.0,2015-08-12
1236,Ultimate Warriorz (NL),https://www.youtube.com/watch?v=aoEJbAR6CTk,aoEJbAR6CTk,3.0,6.0,2015-08-07
1237,The Game (NL),https://www.youtube.com/watch?v=j_mBlXKDo_Y,j_mBlXKDo_Y,3.0,6.0,2015-07-31
1238,Machi Koro - Metropool (NL),https://www.youtube.com/watch?v=vYjz96XWcw4,vYjz96XWcw4,3.0,6.0,2015-07-31
1239,Star Realms (NL),https://www.youtube.com/watch?v=nPoUQeNYelE,nPoUQeNYelE,3.0,6.0,2015-07-19
1240,Palace Whisperings (NL),https://www.youtube.com/watch?v=0fw0kYvLKX8,0fw0kYvLKX8,3.0,6.0,2015-07-09
1241,Elysium (NL),https://www.youtube.com/watch?v=O87RngIFkqc,O87RngIFkqc,3.0,6.0,2015-07-09
1242,Scoville (NL),https://www.youtube.com/watch?v=qxC16Sc57-M,qxC16Sc57-M,3.0,6.0,2015-07-09
1243,Betrayal at House on the Hill (NL),https://www.youtube.com/watch?v=Qy_6SScFD3U,Qy_6SScFD3U,3.0,6.0,2015-07-08
1244,Pirato Poker (NL),https://www.youtube.com/watch?v=9i_bDq4nLWM,9i_bDq4nLWM,3.0,6.0,2015-07-07
1245,Euphoria (NL),https://www.youtube.com/watch?v=TfJf-neNSrc,TfJf-neNSrc,3.0,6.0,2015-07-06
1246,Wiz-War (NL),https://www.youtube.com/watch?v=Z5WiGpqGEsI,Z5WiGpqGEsI,3.0,6.0,2015-06-25
1247,Abyss (NL),https://www.youtube.com/watch?v=jpp0rWPyiGo,jpp0rWPyiGo,3.0,6.0,2015-06-19
1248,Age of Mythology (NL),https://www.youtube.com/watch?v=UVjFfjcPDuk,UVjFfjcPDuk,3.0,6.0,2015-06-14
1249,Mafia de Cuba (NL),https://www.youtube.com/watch?v=wtgswSx8Jg0,wtgswSx8Jg0,,6.0,2015-06-12
1250,Afzakker (NL),https://www.youtube.com/watch?v=nyj7P_DLmPM,nyj7P_DLmPM,3.0,6.0,2015-06-08
1251,Exploding Kittens (NL),https://www.youtube.com/watch?v=By0TWMv8hUI,By0TWMv8hUI,3.0,6.0,2015-06-08
1252,In de Voetsporen van Marco Polo (NL),https://www.youtube.com/watch?v=ZYiFBRQXszA,ZYiFBRQXszA,3.0,6.0,2015-05-22
1253,"World of Tanks ""Rush"" - Second Front (NL)",https://www.youtube.com/watch?v=VnT8tXO24pA,VnT8tXO24pA,3.0,6.0,2015-05-18
1254,"De Kolonisten van Catan ""Steden & Ridders ""(NL)",https://www.youtube.com/watch?v=bjhm4S4xnVA,bjhm4S4xnVA,3.0,6.0,2015-05-13
1255,Nox' Spellenzolder  - Top 10 van 2015,https://www.youtube.com/watch?v=_y4LtAwImWY,_y4LtAwImWY,,6.0,2015-05-11
1256,Rallyman (NL),https://www.youtube.com/watch?v=hw44gtM0dvk,hw44gtM0dvk,3.0,6.0,2015-05-09
1257,Cacao (NL),https://www.youtube.com/watch?v=K7d0utyBodQ,K7d0utyBodQ,3.0,6.0,2015-05-08
1258,Kanban (NL) - Deel 2 / 2,https://www.youtube.com/watch?v=m3YXTz_3RQs,m3YXTz_3RQs,3.0,6.0,2015-05-04
1259,San Marco (NL),https://www.youtube.com/watch?v=QGMg1ET0OJg,QGMg1ET0OJg,3.0,6.0,2015-04-23
1260,Shadows over Camelot - Merlin's Company (NL),https://www.youtube.com/watch?v=znYjSfgzSHA,znYjSfgzSHA,3.0,6.0,2015-04-17
1261,Colt Express (NL),https://www.youtube.com/watch?v=rnG-dzpeStQ,rnG-dzpeStQ,3.0,6.0,2015-04-15
1262,Gamboni (NL ) - Kickstarter,https://www.youtube.com/watch?v=tYormI0fi1c,tYormI0fi1c,3.0,6.0,2015-04-14
